,Price,Area,Location,No. of Bedrooms,Gymnasium,Car Parking,Landscaped Gardens,Swimming Pool
3514,6500000,400,Thane West,1,Yes,Yes,Yes,Yes
3515,10900000,876,Thane West,2,Yes,Yes,Yes,Yes
3516,11000000,535,Jogeshwari West,1,No,No,No,No
3517,14000000,1137,Thane West,3,Yes,Yes,Yes,Yes
3518,5500000,900,Taloja,2,Yes,Yes,Yes,Yes
3519,5700000,486,Thane West,1,No,Yes,No,No
3520,6900000,1130,Kalyan West,2,Yes,No,No,No
3521,4600000,650,Kalamboli,1,No,No,No,No
3522,25000000,1600,Goregaon West,3,Yes,No,No,Yes
3523,20000000,1250,Goregaon West,2,Yes,No,No,Yes
3524,11000000,1000,Thane West,2,Yes,No,No,Yes
3525,14800000,1300,Thane West,3,Yes,No,No,Yes
3526,9900000,784,Thane West,2,Yes,Yes,Yes,Yes
3527,13500000,1146,Thane West,3,Yes,Yes,Yes,Yes
3528,9000000,550,Chembur,1,Yes,Yes,Yes,Yes
3529,6900000,446,Borivali West,1,No,No,No,No
3530,6900000,446,Borivali West,1,No,No,No,No
3531,2200000,525,Nala Sopara,1,Yes,Yes,Yes,No
3532,4140000,920,Dombivali East,2,No,No,No,No
3533,4500000,920,Dombivali East,2,No,No,No,No
3534,4600000,920,Dombivali East,2,No,No,No,No
3535,5500000,800,Kalyan West,2,Yes,Yes,No,Yes
3536,5500000,1080,Kalyan West,2,Yes,No,Yes,No
3537,4200000,655,Kalyan West,1,No,Yes,No,No
3538,4000000,550,Anjurdive,1,Yes,Yes,Yes,Yes
3539,13899999,900,Thane West,2,Yes,Yes,Yes,Yes
3541,3000000,450,Taloja,1,Yes,No,No,Yes
3542,4000000,600,Bhiwandi,1,Yes,Yes,Yes,Yes
3543,4500000,610,Kamothe,1,No,Yes,No,No
3544,25000000,1250,Andheri West,2,Yes,No,No,Yes
3546,6350000,730,Mira Road,1,No,No,No,No
3547,11800000,984,Thane West,2,Yes,No,No,Yes
3548,3000000,575,Nala Sopara,1,Yes,Yes,No,Yes
3549,17200000,750,Chembur,2,Yes,Yes,Yes,Yes
3551,4850000,900,Ambernath East,2,Yes,No,Yes,Yes
3552,13899999,992,Dahisar,2,Yes,Yes,Yes,Yes
3553,8400000,1020,Thane West,2,Yes,No,Yes,Yes
3555,3500000,300,Andheri East,1,No,No,No,No
3556,3500000,300,Jogeshwari East,1,No,No,No,No
3557,5500000,400,Mulund East,1,No,No,No,No
3559,16500000,1249,Thane West,3,Yes,No,No,Yes
3560,11900000,1461,Thane West,3,Yes,No,Yes,Yes
3561,12300000,1044,Thane West,3,Yes,No,Yes,Yes
3563,16800000,975,Powai,2,Yes,Yes,Yes,Yes
3564,17500000,978,Powai,2,Yes,Yes,Yes,Yes
3565,16900000,700,Ghatkopar West,2,Yes,Yes,No,Yes
3566,11900000,500,Kanjurmarg East,1,Yes,No,No,Yes
3567,11000000,625,Borivali West,1,No,No,No,No
3568,11100000,1205,Seawoods,1,No,No,No,No
3569,9100000,1185,Mira Road East,3,No,No,No,No
3570,11500000,1390,Mira Road East,3,Yes,Yes,Yes,Yes
3576,16500000,1150,Powai,2,Yes,Yes,Yes,Yes
3577,16500000,1150,Powai,2,Yes,Yes,Yes,Yes
3578,15500000,985,Mulund East,2,Yes,No,No,No
3579,6000000,350,Mulund East,1,No,No,No,No
3580,9200000,558,Mulund East,1,Yes,No,No,No
3581,7000000,345,Mulund East,1,No,No,No,No
3582,12500000,800,Borivali West,2,Yes,Yes,Yes,Yes
3583,8000000,500,Borivali West,1,Yes,No,No,No
3584,6200000,425,Borivali West,1,No,No,No,No
3585,14200000,900,Borivali West,2,Yes,No,No,No
3586,12500000,900,Goregaon East,2,No,No,No,No
3587,12200000,1150,Kandivali East,2,No,No,No,No
3588,16200000,975,Borivali West,2,No,No,No,No
3589,9100000,585,Borivali West,1,No,No,No,No
3590,5100000,400,Borivali West,1,No,No,No,No
3591,10000000,575,Borivali West,1,No,No,No,No
3592,9800000,610,Borivali West,1,No,No,No,No
3593,8750000,540,Borivali West,1,No,No,No,No
3594,7800000,600,Borivali East,1,No,No,No,No
3595,7400000,600,Borivali West,1,No,No,No,No
3596,10000000,590,Borivali West,1,No,No,No,No
3597,13500000,800,Borivali West,2,No,No,No,No
3598,9500000,650,Borivali West,1,No,No,No,No
3599,14000000,1050,Kandivali West,2,No,No,No,No
3601,16800000,1050,Borivali West,2,No,No,No,No
3602,25000000,1600,Borivali West,3,Yes,No,No,No
3603,14500000,1150,Kandivali East,2,No,No,No,No
3604,10000000,650,Borivali West,1,No,No,No,No
3605,14000000,800,Borivali West,2,No,No,No,No
3606,13500000,850,Borivali West,2,No,No,No,No
3607,14000000,750,Borivali West,2,No,No,No,No
3608,7700000,590,Borivali West,1,No,No,No,No
3609,10000000,600,Borivali East,1,Yes,Yes,Yes,Yes
3610,9000000,610,Borivali West,1,No,No,No,No
3611,22500000,1300,Borivali West,3,Yes,No,No,Yes
3612,14500000,950,Kandivali West,2,No,No,No,No
3613,6800000,900,Kalyan West,2,Yes,No,No,Yes
3614,7000000,1135,Taloja,2,Yes,Yes,Yes,Yes
3615,4500000,738,Taloja,1,Yes,Yes,Yes,Yes
3616,3000000,830,Titwala,2,No,No,No,No
3617,3000000,830,Titwala,2,No,No,No,No
3618,4300000,657,Kalyan West,1,No,No,No,No
3619,14000000,1020,Belapur,2,Yes,No,No,Yes
3620,3700000,750,Boisar,2,Yes,No,Yes,Yes
3621,15500000,850,Dahisar,2,Yes,No,No,No
3622,20000000,1500,Kandivali West,3,Yes,Yes,Yes,No
3623,5500000,650,Mira Road East,1,Yes,Yes,No,No
3624,8000000,800,Mira Road East,2,No,Yes,No,No
3626,19500000,1600,Belapur,3,Yes,No,No,Yes
3627,8000000,350,Santacruz East,1,No,No,No,No
3628,7500000,950,Mira Road East,2,Yes,Yes,No,Yes
3629,8600000,1060,Mira Road East,2,Yes,No,No,Yes
3630,14000000,960,Borivali West,2,Yes,No,No,Yes
3631,3425000,845,Titwala,2,No,No,No,No
3632,2500000,600,Kalyan West,1,No,No,No,No
3633,4300000,810,Boisar,3,Yes,No,Yes,Yes
3634,22500000,1100,Borivali West,3,No,No,No,No
3635,9620000,1090,Thane West,2,Yes,No,No,Yes
3636,9100000,1082,Mira Road East,2,Yes,No,No,Yes
3637,10800000,1050,Thane West,2,Yes,No,No,Yes
3638,2000000,390,Bhoiwada Kalyan,1,No,No,No,No
3639,5000000,685,Dahisar,1,Yes,Yes,Yes,Yes
3640,11000000,1096,Thane West,2,Yes,No,No,Yes
3641,8420000,960,Thane West,2,Yes,No,No,Yes
3642,4100000,640,Kalyan West,1,Yes,Yes,Yes,Yes
3643,16000000,810,Powai,2,Yes,Yes,Yes,Yes
3645,9500000,1050,Mira Road East,2,No,No,No,No
3646,8400000,1002,Thane West,2,Yes,No,Yes,Yes
3648,2200000,589,Palghar,1,Yes,No,Yes,Yes
3649,4517000,500,Dombivali East,1,Yes,No,No,Yes
3650,18800000,772,Ville Parle East,2,No,No,Yes,No
3651,15500000,1300,Belapur,2,Yes,No,No,Yes
3652,16200000,1100,Powai,2,Yes,Yes,Yes,Yes
3653,19000000,1291,Seawoods,2,Yes,Yes,Yes,Yes
3654,11500000,1000,Belapur,2,No,No,No,Yes
3655,2210000,580,Titwala,1,No,No,No,No
3656,6000000,650,Mira Road East,2,No,No,No,No
3657,2684000,650,Titwala,1,No,No,No,No
3658,9200000,945,Bhayandar East,2,Yes,Yes,No,Yes
3659,12900000,1125,Malad West,2,Yes,No,No,No
3660,9520000,1140,Thane West,2,Yes,No,No,Yes
3661,10000000,1300,Kalyan West,3,Yes,No,No,No
3662,12000000,1340,Kalyan West,3,Yes,Yes,Yes,Yes
3663,9620000,1160,Thane West,2,Yes,No,No,Yes
3664,2669000,639,Titwala,1,No,No,No,No
3665,2779000,675,Titwala,1,No,No,No,No
3666,11200000,1060,Thane West,2,Yes,Yes,Yes,Yes
3667,6299000,759,Kalyan West,1,No,No,No,No
3668,4200000,685,Kalyan West,1,No,No,No,No
3669,5500000,1397,Kalyan West,2,No,No,No,No
3670,9900000,1020,Thane West,3,Yes,No,Yes,Yes
3672,16500000,1000,Powai,2,Yes,Yes,Yes,Yes
3673,14900000,1050,Malad West,2,Yes,Yes,Yes,Yes
3677,2600000,375,Dombivli (West),1,Yes,No,No,No
3678,5850000,625,Thane West,1,Yes,Yes,No,No
3680,2378000,575,Titwala,1,No,No,No,No
3681,2283000,550,Titwala,1,No,No,No,No
3682,2435000,590,Titwala,1,No,No,No,No
3683,16299999,1145,Malad West,2,Yes,Yes,Yes,Yes
3684,11100000,1160,Thane West,2,Yes,Yes,Yes,Yes
3685,5577000,715,Bhayandar East,1,No,No,No,No
3686,7800000,785,Mira Road East,2,Yes,Yes,Yes,Yes
3687,3329999,820,Titwala,2,No,No,No,No
3691,2585000,618,Titwala,1,No,No,No,No
3692,2574000,615,Titwala,1,No,No,No,No
3693,2551000,609,Titwala,1,No,No,No,No
3694,16800000,1100,Seawoods,2,Yes,No,No,Yes
3695,5500000,620,Mira Road East,1,No,No,No,No
3696,4095000,710,Dombivali,1,Yes,No,No,Yes
3698,9000000,925,Mira Road East,2,Yes,Yes,Yes,Yes
3699,14000000,1500,Thane West,3,Yes,Yes,No,Yes
3700,8500000,901,Mira Road East,2,Yes,Yes,No,Yes
3701,4600000,675,Bhayandar East,1,No,No,No,No
3702,2500000,550,Boisar,2,Yes,No,Yes,Yes
3703,23500000,1090,Malad West,2,No,No,No,No
3704,7500000,600,Borivali West,1,No,No,No,No
3705,5300000,695,Kalyan West,1,Yes,No,No,Yes
3706,7500000,970,Kalyan West,2,Yes,No,No,Yes
3707,7300000,970,Kalyan West,2,Yes,No,No,Yes
3708,2599000,600,Dombivali East,1,No,No,No,No
3709,2500000,560,Dombivali East,1,No,No,No,No
3710,2582000,670,Titwala,1,Yes,No,No,No
3711,8500000,810,Mira Road East,2,Yes,Yes,No,Yes
3712,24000000,955,Wadala East,2,Yes,No,No,Yes
3713,6200000,550,Mulund East,1,No,No,No,No
3714,9000000,924,Thane West,2,Yes,Yes,No,Yes
3715,6320000,384,Mira Road East,1,Yes,Yes,Yes,Yes
3716,8800000,1083,Thane West,2,Yes,Yes,No,Yes
3718,25000000,1100,Andheri West,2,Yes,No,Yes,Yes
3719,15200000,513,Wadala East,1,Yes,No,No,Yes
3720,5400000,720,Mira Road East,1,No,No,No,No
3721,5850000,520,Thane West,1,Yes,Yes,No,No
3722,3120000,530,Dombivali East,1,Yes,No,No,Yes
3723,8359999,930,Thane West,2,Yes,No,No,Yes
3724,9230000,1230,Thane West,2,Yes,Yes,Yes,Yes
3725,2100000,589,Palghar,1,Yes,No,Yes,Yes
3726,4500000,650,Dombivali,1,Yes,No,No,Yes
3727,4200000,600,Dombivali,1,Yes,No,No,Yes
3728,6450000,610,Thane West,1,Yes,No,No,Yes
3729,5760000,590,Thane West,1,Yes,No,No,Yes
3730,2174000,570,Titwala,1,No,No,No,No
3731,2156000,565,Titwala,1,No,No,No,No
3732,14900000,1489,Thane West,3,Yes,No,No,Yes
3733,15200000,1490,Thane West,3,Yes,No,No,Yes
3734,9700000,1100,Mira Road East,2,Yes,Yes,No,No
3736,13500000,985,Mulund East,2,Yes,No,No,No
3740,7000000,890,Mira Road East,2,Yes,Yes,Yes,Yes
3742,8500000,1050,Kamothe,2,Yes,Yes,Yes,Yes
3743,6500000,580,Kalwa,1,No,No,No,No
3744,8000000,1000,Ulwe,2,Yes,Yes,No,Yes
3745,7600000,920,Kalyan West,2,Yes,Yes,Yes,Yes
3746,23000000,1650,Ghansoli,3,Yes,No,No,Yes
3747,2460000,510,Taloja,1,Yes,No,No,Yes
3748,4300000,635,Kalyan West,1,No,No,No,No
3749,4600000,680,Beturkar Pada,1,No,No,No,No
3750,6000000,950,Kalyan West,2,Yes,No,Yes,Yes
3751,7548000,950,Panvel,2,Yes,No,No,Yes
3752,6600000,975,Kalyan West,2,Yes,Yes,Yes,Yes
3754,13100000,1100,Kalyan West,3,Yes,No,No,Yes
3755,6787000,850,Panvel,2,Yes,No,No,Yes
3756,5000000,625,Kalyan West,1,No,No,No,No
3757,6500000,720,Kalwa,1,No,No,No,No
3758,18800000,1100,Andheri East,2,Yes,Yes,Yes,Yes
3759,8000000,955,Kalyan West,2,Yes,Yes,No,Yes
3760,8700000,1075,Dombivli (West),2,No,No,No,No
3761,4500000,690,Dombivali East,1,Yes,No,No,No
3762,3599000,620,Kalyan West,1,No,Yes,Yes,No
3763,2700000,680,Virar,1,Yes,No,Yes,Yes
3764,2700000,650,Virar West,1,Yes,No,No,No
3765,12000000,1550,Ulwe,3,Yes,No,No,Yes
3766,17500000,1100,Malad West,2,Yes,Yes,Yes,Yes
3767,7798999,700,Malad West,1,Yes,Yes,Yes,Yes
3768,4400000,685,Ulwe,1,No,No,No,No
3770,13000000,1350,Ulwe,2,Yes,No,No,Yes
3771,19500000,1100,Goregaon East,2,Yes,No,No,Yes
3772,19200000,1278,Chembur,2,Yes,Yes,No,No
3774,22400000,1496,Chembur,2,Yes,Yes,No,No
3775,9100000,1168,Kamothe,2,Yes,No,No,Yes
3776,20000000,1000,Chembur,2,No,No,No,No
3777,20000000,1200,Chembur,2,No,No,No,No
3778,17500000,910,Powai,2,Yes,Yes,Yes,Yes
3779,12000000,1560,Kalyan West,3,Yes,No,No,No
3780,10000000,1156,Ulwe,2,Yes,No,No,No
3781,16500000,1660,Ulwe,3,Yes,No,No,Yes
3782,20000000,1450,Kandivali West,3,Yes,No,Yes,Yes
3783,21100000,1050,Chembur,2,No,No,No,No
3785,16000000,1650,Ulwe,3,No,No,No,Yes
3786,18500000,965,Powai,2,Yes,Yes,Yes,Yes
3787,10700000,1100,Thane West,2,Yes,Yes,No,Yes
3788,19000000,1140,Borivali West,3,No,No,No,No
3789,6022000,730,Mira Road East,1,Yes,No,No,Yes
3790,9000000,1050,Mira Road East,2,No,No,No,No
3791,11500000,1220,Ulwe,2,Yes,No,No,Yes
3792,5000000,700,Dombivli (West),1,No,No,No,No
3793,9500000,1150,Ulwe,2,Yes,No,No,No
3794,10000000,750,Malad West,1,Yes,No,Yes,Yes
3795,14000000,1170,Malad West,2,Yes,Yes,Yes,Yes
3796,8500000,700,Malad West,1,Yes,No,Yes,Yes
3797,9570000,1160,Mira Road East,2,Yes,No,No,Yes
3798,14100000,1650,Ulwe,3,Yes,No,No,No
3800,14400000,860,Sanpada,2,Yes,Yes,Yes,Yes
3801,9199000,600,Sanpada,1,Yes,Yes,Yes,Yes
3802,6448999,910,Thane West,1,Yes,Yes,Yes,Yes
3803,14000000,1100,Malad West,2,Yes,No,No,Yes
3804,9500000,700,Malad West,1,Yes,Yes,Yes,Yes
3805,9800000,610,Kurla,1,Yes,No,Yes,Yes
3808,18000000,700,Andheri East,2,Yes,Yes,Yes,Yes
3809,4300000,700,Kharghar,1,Yes,No,No,No
3810,14000000,1050,Powai,2,Yes,Yes,No,Yes
3811,14500000,1100,Chembur,2,No,No,No,No
3814,9499000,499,Chembur,1,Yes,Yes,Yes,No
3815,16900000,904,Chembur,2,Yes,Yes,Yes,Yes
3816,6000000,950,Dombivli (West),2,Yes,No,No,Yes
3817,2249000,510,Dombivali,1,Yes,Yes,Yes,Yes
3818,6700000,925,Kalamboli,2,Yes,Yes,No,Yes
3819,16500000,1100,Vikroli East,2,No,No,No,No
3820,15900000,826,Sion,2,Yes,Yes,No,No
3821,11900000,538,Sion,1,Yes,Yes,No,No
3822,22200000,742,Mulund West,2,Yes,Yes,Yes,Yes
3823,20900000,697,Mulund West,2,Yes,Yes,Yes,Yes
3824,19900000,664,Mulund West,2,Yes,Yes,Yes,Yes
3825,19800000,663,Mulund West,2,Yes,Yes,Yes,Yes
3826,19800000,661,Mulund West,2,Yes,Yes,Yes,Yes
3829,11200000,1150,Ulwe,2,Yes,No,No,Yes
3832,4000000,665,Kalyan West,1,No,No,No,No
3833,4000000,665,Kalyan West,1,Yes,No,No,Yes
3834,13500000,850,Borivali East,2,No,No,Yes,No
3838,19400000,1150,Powai,2,Yes,Yes,Yes,Yes
3839,12100000,1215,Ulwe,2,Yes,No,No,No
3840,3424000,845,Titwala,2,No,No,No,No
3842,2582000,670,Titwala,1,No,No,No,No
3843,17400000,885,Powai,2,Yes,Yes,No,Yes
3844,10500000,645,Kandivali East,1,Yes,No,No,Yes
3845,22500000,1800,Belapur,3,Yes,No,No,Yes
3846,11399999,650,Powai,1,Yes,No,Yes,Yes
3847,15900000,1090,Belapur,2,Yes,No,No,Yes
3848,2300000,575,Nala Sopara,1,Yes,Yes,No,Yes
3849,20000000,1164,Malad East,2,Yes,Yes,No,Yes
3850,22500000,1500,Sanpada,3,Yes,Yes,Yes,Yes
3852,18900000,1435,Goregaon West,3,No,No,No,No
3853,10200000,720,Kandivali West,2,No,No,No,No
3855,11500000,650,Mulund East,1,Yes,No,No,No
3856,22500000,1650,Sanpada,3,Yes,Yes,Yes,Yes
3857,9100000,1168,Kamothe,2,Yes,No,No,Yes
3858,8000000,935,Kalyan West,2,No,No,No,No
3859,19500000,1120,Powai,2,Yes,Yes,Yes,Yes
3860,9000000,560,Borivali East,1,Yes,Yes,No,Yes
3861,8500000,560,Kandivali East,1,No,No,No,No
3862,17900000,1250,Goregaon West,2,Yes,No,No,Yes
3863,8500000,570,Kandivali East,1,No,No,No,No
3864,8000000,495,Kandivali East,1,No,No,No,No
3865,5300000,500,Thane West,1,Yes,Yes,No,Yes
3866,18000000,980,Mulund East,2,Yes,No,No,No
3867,8500000,1150,Mira Road East,2,No,No,No,No
3868,7050000,890,Mira Road East,2,Yes,Yes,Yes,Yes
3869,3900000,625,Ambernath East,1,Yes,Yes,Yes,Yes
3870,3800000,685,Karanjade,1,No,No,No,No
3871,3800000,685,Karanjade,1,No,No,No,No
3872,11200000,1130,Thane West,2,Yes,Yes,Yes,Yes
3873,2360000,546,Taloja,1,Yes,No,No,Yes
3874,5500000,695,Kalyan West,1,Yes,Yes,Yes,Yes
3875,2320000,570,Taloja,1,Yes,No,No,Yes
3876,3900000,695,Kalyan West,1,No,No,No,No
3877,8000000,1140,Kalyan West,2,Yes,No,No,No
3878,2600000,650,Titwala,1,No,No,No,No
3879,4500000,700,Kalyan West,1,Yes,Yes,Yes,Yes
3880,8000000,1095,Kalyan West,2,No,No,No,No
3881,9900000,1495,Kalyan West,3,No,No,No,No
3882,4000000,960,Titwala,2,Yes,Yes,No,Yes
3883,6000000,945,Kalyan West,2,No,No,No,No
3884,8600000,865,Kalyan West,2,No,No,No,No
3885,2500000,421,Kalyan West,1,No,No,No,No
3886,2000000,640,Ambivli,1,No,No,No,No
3887,4500000,585,Kalyan West,1,No,No,No,No
3888,3800000,595,Kalyan West,1,No,No,No,No
3889,4500000,890,Kalyan West,2,No,No,No,No
3890,3500000,550,Kalyan West,1,No,No,No,No
3891,5200000,880,Kalyan West,2,Yes,No,No,Yes
3892,5200000,695,Kalyan West,1,Yes,Yes,Yes,Yes
3893,2640000,560,Taloja,1,Yes,No,No,Yes
3894,4000000,665,Kalyan West,1,No,No,No,No
3895,6500000,600,Thane West,1,Yes,Yes,Yes,Yes
3896,8600000,900,Thane West,2,Yes,Yes,No,Yes
3900,14500000,696,Chembur,2,Yes,Yes,No,No
3901,9600000,503,Chembur,2,Yes,Yes,No,No
3902,9400000,495,Chembur,1,Yes,Yes,No,No
3903,9200000,473,Chembur,1,Yes,Yes,No,No
3904,9700000,506,Chembur,2,Yes,Yes,No,No
3905,14600000,698,Chembur,2,Yes,Yes,No,No
3906,10200000,786,Mira Road East,3,Yes,Yes,Yes,Yes
3907,5099000,384,Mira Road East,1,Yes,Yes,Yes,Yes
3908,7298999,538,Mira Road East,2,Yes,Yes,Yes,Yes
3910,8999000,950,Thane West,2,Yes,Yes,Yes,Yes
3911,9000000,950,Thane West,2,Yes,Yes,Yes,Yes
3912,9250000,1232,Mira Road East,2,Yes,Yes,Yes,Yes
3913,8500000,1385,Mira Road East,3,Yes,Yes,No,Yes
3914,8300000,1120,Kalyan West,2,Yes,Yes,No,Yes
3916,22300000,1450,Andheri East,3,Yes,Yes,Yes,Yes
3917,10600000,1160,Thane West,2,Yes,Yes,Yes,Yes
3918,23200000,1264,Andheri West,2,Yes,Yes,No,Yes
3919,23200000,1264,Andheri West,2,Yes,Yes,No,Yes
3920,2350000,390,Kalyan West,1,Yes,No,No,Yes
3921,21500000,1450,Andheri East,3,Yes,Yes,Yes,Yes
3922,2500000,390,Kalyan West,1,No,No,No,No
3923,4000000,665,Kalyan West,1,Yes,No,Yes,Yes
3924,4000000,665,Kalyan West,1,Yes,No,Yes,Yes
3925,7500000,500,Dahisar West,1,No,No,No,No
3926,9600000,650,Borivali West,1,No,No,No,No
3927,9100000,650,Dahisar,1,Yes,Yes,No,Yes
3928,20000000,980,Borivali West,1,Yes,No,No,Yes
3929,9000000,580,Borivali West,1,Yes,No,No,Yes
3930,7500000,550,Chembur,1,No,No,No,No
3931,8500000,550,Thane West,1,Yes,Yes,Yes,Yes
3932,12100000,1240,Kharghar,2,Yes,Yes,Yes,Yes
3933,9800000,659,Goregaon East,1,Yes,No,No,Yes
3934,13500000,1375,Kharghar,3,Yes,Yes,No,Yes
3935,9199000,1065,Kharghar,2,Yes,Yes,No,Yes
3936,6400000,670,Kharghar,1,Yes,Yes,No,Yes
3937,2350000,390,Kalyan West,1,No,No,No,No
3938,23500000,1250,Nerul,1,Yes,Yes,No,Yes
3939,22000000,1125,Seawoods,1,Yes,Yes,Yes,Yes
3940,19200000,1231,Seawoods,1,Yes,Yes,Yes,Yes
3942,8100000,500,Kurla,1,Yes,No,Yes,Yes
3943,9100000,1110,Kalyan West,2,Yes,Yes,Yes,Yes
3944,7600000,956,Mira Road East,2,Yes,Yes,Yes,Yes
3945,7450000,956,Mira Road East,2,Yes,Yes,Yes,Yes
3946,7100000,890,Mira Road East,2,Yes,Yes,Yes,Yes
3947,5100000,760,Kalyan West,1,No,No,No,No
3948,5100000,760,Kalyan West,1,No,No,No,No
3949,9000000,1200,Kalyan West,2,Yes,No,No,No
3950,4600000,695,Kalyan West,1,No,No,No,No
3951,13500000,500,Powai,1,Yes,No,No,Yes
3952,9500000,1050,Thane West,2,Yes,No,Yes,Yes
3953,6000000,675,Thane West,1,Yes,No,Yes,Yes
3954,9300000,1240,Kharghar,2,Yes,Yes,Yes,Yes
3955,13500000,1680,Kharghar,3,Yes,Yes,Yes,Yes
3956,3299000,950,Taloja,2,Yes,Yes,Yes,Yes
3957,3799000,850,Taloja,2,Yes,No,No,Yes
3958,4100000,670,Dombivali,1,Yes,Yes,Yes,Yes
3959,14000000,800,Borivali East,2,No,No,No,No
3960,9000000,650,Kandivali East,1,No,No,No,No
3961,8900000,1065,Kharghar,2,Yes,No,No,Yes
3962,4602000,550,Panvel,1,Yes,No,No,Yes
3963,6600000,750,Panvel,2,Yes,No,No,Yes
3964,7500000,750,Panvel,2,Yes,No,No,Yes
3965,5850000,500,Thane West,1,Yes,Yes,Yes,Yes
3966,5500000,500,Thane West,1,Yes,No,No,Yes
3967,5500000,480,Thane West,1,Yes,Yes,No,Yes
3968,6400000,550,Thane West,1,Yes,Yes,Yes,Yes
3969,13000000,713,Thane West,2,Yes,Yes,Yes,Yes
3970,15500000,828,Thane West,2,Yes,Yes,Yes,Yes
3971,14000000,811,Thane West,2,Yes,Yes,Yes,Yes
3972,15800000,848,Thane West,2,Yes,Yes,Yes,Yes
3973,22000000,1234,Thane West,3,Yes,Yes,Yes,Yes
3974,13000000,698,Thane West,2,Yes,Yes,Yes,Yes
3975,10000000,1050,Mira Road East,2,Yes,No,Yes,No
3976,4700000,700,Taloja,1,Yes,Yes,No,Yes
3977,10000000,750,Ghatkopar West,1,No,No,No,No
3978,4000000,660,Taloja,1,Yes,Yes,Yes,Yes
3979,6500000,508,Thane West,1,Yes,Yes,No,Yes
3987,15000000,1290,Mira Road East,2,Yes,Yes,Yes,Yes
3988,4000000,680,Ulwe,1,Yes,No,Yes,No
3989,2500000,555,Nala Sopara,1,No,No,No,No
3991,2300000,578,Nala Sopara,1,No,No,No,No
3992,2600000,585,Nala Sopara,1,Yes,Yes,No,Yes
3994,5800000,1050,Mira Road East,2,No,No,No,No
3995,2400000,550,Nala Sopara,1,Yes,Yes,Yes,Yes
3999,10000000,1150,Mira Road East,2,Yes,Yes,No,No
4000,6500000,650,Mira Road East,1,Yes,No,No,Yes
4001,5700000,1050,Mira Road East,2,No,No,No,No
4002,5600000,850,Mira Road East,2,Yes,Yes,No,Yes
4003,4800000,800,Kalyan West,2,Yes,No,Yes,Yes
4004,3200000,580,Kalyan West,1,Yes,No,Yes,Yes
4005,3200000,577,Kalyan West,1,Yes,No,Yes,Yes
4006,3200000,600,Kalyan West,1,Yes,No,Yes,Yes
4007,3800000,650,Kalyan West,1,No,No,No,No
4008,3400000,650,Kalyan West,1,No,No,No,No
4009,5200000,1000,Kalyan West,2,Yes,No,Yes,Yes
4010,5675000,982,Kalyan West,2,Yes,No,Yes,Yes
4011,5650000,1000,Kalyan West,2,Yes,No,Yes,Yes
4012,3200000,577,Kalyan West,1,Yes,No,Yes,Yes
4014,4200000,520,Thane West,1,Yes,Yes,Yes,Yes
4015,12000000,1000,Thane West,2,Yes,Yes,Yes,Yes
4016,9000000,900,Thane West,2,Yes,No,Yes,Yes
4017,8600000,1065,Thane West,2,Yes,Yes,Yes,Yes
4018,8200000,1065,Thane West,2,Yes,Yes,Yes,Yes
4019,6650000,750,Thane West,1,Yes,Yes,Yes,Yes
4020,9500000,1065,Thane West,2,Yes,Yes,Yes,Yes
4021,5000000,528,Thane West,1,Yes,Yes,Yes,Yes
4025,14800000,1055,Kanjurmarg,2,Yes,Yes,Yes,Yes
4026,19900000,1421,Kanjurmarg,3,Yes,Yes,Yes,Yes
4027,15900000,1200,Bhandup West,2,Yes,No,No,Yes
4028,9500000,925,Koper Khairane,2,No,No,No,No
4030,3950000,850,Naigaon East,2,No,No,No,No
4031,3500000,770,Naigaon East,2,No,No,No,No
4032,8400000,1150,Ulwe,2,No,No,No,No
4033,6800000,1098,Dombivali,2,Yes,Yes,Yes,Yes
4034,8000000,1098,Dombivali,1,Yes,Yes,No,Yes
4037,12000000,950,Sanpada,2,No,No,No,No
4038,7250000,1300,Panvel,2,Yes,Yes,Yes,Yes
4039,10000000,320,Ville Parle East,1,No,No,No,No
4040,10000000,320,Ville Parle East,1,No,No,No,No
4041,6700000,675,Mira Road East,1,Yes,No,No,Yes
4042,13899999,538,Kanjurmarg,2,Yes,No,No,Yes
4045,17500000,694,Kanjurmarg,2,Yes,No,No,Yes
4046,23400000,929,Kanjurmarg,3,Yes,No,No,Yes
4047,16500000,656,Kanjurmarg,2,Yes,No,No,Yes
4048,19000000,753,Kanjurmarg,2,Yes,No,No,Yes
4049,16500000,653,Kanjurmarg,2,Yes,No,No,Yes
4050,19000000,752,Kanjurmarg,2,Yes,No,No,Yes
4051,16399999,652,Kanjurmarg,2,Yes,No,No,Yes
4052,17100000,678,Kanjurmarg,2,Yes,No,No,Yes
4053,23800000,944,Kanjurmarg,3,Yes,No,No,Yes
4054,23800000,943,Kanjurmarg,3,Yes,No,No,Yes
4055,13899999,580,Vikhroli,2,No,Yes,No,No
4056,17100000,677,Kanjurmarg,2,Yes,No,No,Yes
4057,14100000,611,Vikhroli,2,No,Yes,No,No
4058,18900000,749,Kanjurmarg,2,Yes,No,No,Yes
4059,16399999,649,Kanjurmarg,2,Yes,No,No,Yes
4060,6800000,665,Mira Road East,1,Yes,Yes,Yes,Yes
4061,13000000,1730,Thane West,3,Yes,Yes,Yes,No
4065,23700000,1585,Bhandup West,2,Yes,Yes,Yes,Yes
